id,name,description,price,stock_quantity,category_id
17536,ShopX stationery Product 17536,ShopX catalog item in stationery. Photos=1; weight_g=200.0.,19.99,11,70
17537,ShopX bed_bath_table Product 17537,ShopX catalog item in bed_bath_table. Photos=1; weight_g=1550.0.,149.9,12,11
17538,ShopX sports_leisure Product 17538,ShopX catalog item in sports_leisure. Photos=2; weight_g=250.0.,59.9,11,69
17539,ShopX sports_leisure Product 17539,ShopX catalog item in sports_leisure. Photos=1; weight_g=233.0.,79.9,11,69
17540,ShopX computers_accessories Product 17540,ShopX catalog item in computers_accessories. Photos=2; weight_g=100.0.,49.9,11,19
17541,ShopX health_beauty Product 17541,ShopX catalog item in health_beauty. Photos=3; weight_g=1200.0.,415.0,11,47
17542,ShopX health_beauty Product 17542,ShopX catalog item in health_beauty. Photos=1; weight_g=755.0.,364.99,11,47
17543,ShopX computers_accessories Product 17543,ShopX catalog item in computers_accessories. Photos=5; weight_g=650.0.,174.9,11,19
17544,ShopX perfumery Product 17544,ShopX catalog item in perfumery. Photos=1; weight_g=532.0.,169.9,13,63
17545,ShopX toys Product 17545,ShopX catalog item in toys. Photos=1; weight_g=1575.0.,264.9,11,73
17546,ShopX construction_tools_construction Product 17546,ShopX catalog item in construction_tools_construction. Photos=3; weight_g=1550.0.,149.9,11,21
17547,ShopX fashion_bags_accessories Product 17547,ShopX catalog item in fashion_bags_accessories. Photos=1; weight_g=200.0.,20.3,11,32
17548,ShopX bed_bath_table Product 17548,ShopX catalog item in bed_bath_table. Photos=1; weight_g=1600.0.,129.9,12,11
17549,ShopX watches_gifts Product 17549,ShopX catalog item in watches_gifts. Photos=2; weight_g=200.0.,49.0,11,74
17550,ShopX cool_stuff Product 17550,ShopX catalog item in cool_stuff. Photos=8; weight_g=1600.0.,759.99,11,24
17551,ShopX luggage_accessories Product 17551,ShopX catalog item in luggage_accessories. Photos=5; weight_g=750.0.,229.9,11,57
17552,ShopX bed_bath_table Product 17552,ShopX catalog item in bed_bath_table. Photos=1; weight_g=1000.0.,59.9,11,11
17553,ShopX garden_tools Product 17553,ShopX catalog item in garden_tools. Photos=3; weight_g=200.0.,37.4,11,46
17554,ShopX watches_gifts Product 17554,ShopX catalog item in watches_gifts. Photos=1; weight_g=543.0.,899.0,11,74
17555,ShopX garden_tools Product 17555,ShopX catalog item in garden_tools. Photos=1; weight_g=450.0.,66.67,11,46
17556,ShopX toys Product 17556,ShopX catalog item in toys. Photos=4; weight_g=1800.0.,349.99,11,73
17557,ShopX health_beauty Product 17557,ShopX catalog item in health_beauty. Photos=1; weight_g=150.0.,20.9,11,47
17558,ShopX watches_gifts Product 17558,ShopX catalog item in watches_gifts. Photos=1; weight_g=184.0.,192.44,12,74
17559,ShopX luggage_accessories Product 17559,ShopX catalog item in luggage_accessories. Photos=1; weight_g=800.0.,49.9,11,57
17560,ShopX auto Product 17560,ShopX catalog item in auto. Photos=1; weight_g=1350.0.,278.9,11,9
17561,ShopX auto Product 17561,ShopX catalog item in auto. Photos=1; weight_g=22100.0.,599.0,11,9
17562,ShopX office_furniture Product 17562,ShopX catalog item in office_furniture. Photos=1; weight_g=13388.0.,116.99,17,61
17563,ShopX sports_leisure Product 17563,ShopX catalog item in sports_leisure. Photos=1; weight_g=1500.0.,119.0,11,69
17564,ShopX bed_bath_table Product 17564,ShopX catalog item in bed_bath_table. Photos=1; weight_g=1000.0.,99.9,11,11
17565,ShopX furniture_decor Product 17565,ShopX catalog item in furniture_decor. Photos=2; weight_g=550.0.,49.9,11,43
17566,ShopX sports_leisure Product 17566,ShopX catalog item in sports_leisure. Photos=1; weight_g=1700.0.,32.89,11,69
17567,ShopX fashion_shoes Product 17567,ShopX catalog item in fashion_shoes. Photos=4; weight_g=1500.0.,71.82,11,35
17568,ShopX furniture_decor Product 17568,ShopX catalog item in furniture_decor. Photos=1; weight_g=7550.0.,269.0,11,43
17569,ShopX toys Product 17569,ShopX catalog item in toys. Photos=2; weight_g=500.0.,89.99,11,73
17570,ShopX watches_gifts Product 17570,ShopX catalog item in watches_gifts. Photos=1; weight_g=350.0.,658.9,11,74
17571,ShopX health_beauty Product 17571,ShopX catalog item in health_beauty. Photos=1; weight_g=1250.0.,227.17,11,47
17572,ShopX perfumery Product 17572,ShopX catalog item in perfumery. Photos=1; weight_g=1000.0.,81.0,11,63
17573,ShopX cool_stuff Product 17573,ShopX catalog item in cool_stuff. Photos=2; weight_g=1500.0.,134.99,11,24
17574,ShopX kitchen_dining_laundry_garden_furniture Product 17574,ShopX catalog item in kitchen_dining_laundry_garden_furniture. Photos=1; weight_g=12950.0.,120.0,11,55
17575,ShopX watches_gifts Product 17575,ShopX catalog item in watches_gifts. Photos=1; weight_g=500.0.,49.99,11,74
17576,ShopX baby Product 17576,ShopX catalog item in baby. Photos=1; weight_g=11850.0.,165.4,11,10
17577,ShopX home_appliances Product 17577,ShopX catalog item in home_appliances. Photos=1; weight_g=250.0.,152.25,11,48
17578,ShopX auto Product 17578,ShopX catalog item in auto. Photos=3; weight_g=100.0.,39.9,11,9
17579,ShopX toys Product 17579,ShopX catalog item in toys. Photos=1; weight_g=10750.0.,169.9,11,73
17580,ShopX telephony Product 17580,ShopX catalog item in telephony. Photos=3; weight_g=250.0.,41.99,11,72
17581,ShopX auto Product 17581,ShopX catalog item in auto. Photos=2; weight_g=450.0.,59.9,11,9
17582,ShopX garden_tools Product 17582,ShopX catalog item in garden_tools. Photos=1; weight_g=650.0.,131.9,11,46
17583,ShopX bed_bath_table Product 17583,ShopX catalog item in bed_bath_table. Photos=1; weight_g=8250.0.,99.99,11,11
17584,ShopX bed_bath_table Product 17584,ShopX catalog item in bed_bath_table. Photos=1; weight_g=2350.0.,120.0,11,11
17585,ShopX telephony Product 17585,ShopX catalog item in telephony. Photos=1; weight_g=275.0.,17.0,15,72
17586,ShopX kitchen_dining_laundry_garden_furniture Product 17586,ShopX catalog item in kitchen_dining_laundry_garden_furniture. Photos=2; weight_g=200.0.,48.0,11,55
17587,ShopX garden_tools Product 17587,ShopX catalog item in garden_tools. Photos=1; weight_g=600.0.,65.08,11,46
17588,ShopX housewares Product 17588,ShopX catalog item in housewares. Photos=2; weight_g=1000.0.,49.9,11,53
17589,ShopX toys Product 17589,ShopX catalog item in toys. Photos=1; weight_g=200.0.,72.0,11,73
17590,ShopX auto Product 17590,ShopX catalog item in auto. Photos=2; weight_g=1600.0.,229.9,11,9
17591,ShopX party_supplies Product 17591,ShopX catalog item in party_supplies. Photos=2; weight_g=27050.0.,219.0,11,62
17592,ShopX Other Product 17592,ShopX catalog item in Other. Photos=0; weight_g=500.0.,104.9,11,1
17593,ShopX telephony Product 17593,ShopX catalog item in telephony. Photos=5; weight_g=350.0.,94.99,11,72
17594,ShopX Other Product 17594,ShopX catalog item in Other. Photos=0; weight_g=1000.0.,46.0,11,1
17595,ShopX baby Product 17595,ShopX catalog item in baby. Photos=1; weight_g=371.0.,86.9,12,10
17596,ShopX baby Product 17596,ShopX catalog item in baby. Photos=1; weight_g=800.0.,110.9,11,10
17597,ShopX furniture_decor Product 17597,ShopX catalog item in furniture_decor. Photos=1; weight_g=2200.0.,117.6,11,43
17598,ShopX telephony Product 17598,ShopX catalog item in telephony. Photos=5; weight_g=150.0.,199.0,11,72
17599,ShopX housewares Product 17599,ShopX catalog item in housewares. Photos=1; weight_g=400.0.,16.5,11,53
17600,ShopX bed_bath_table Product 17600,ShopX catalog item in bed_bath_table. Photos=1; weight_g=950.0.,55.0,11,11
17601,ShopX baby Product 17601,ShopX catalog item in baby. Photos=2; weight_g=300.0.,58.9,11,10
17602,ShopX computers_accessories Product 17602,ShopX catalog item in computers_accessories. Photos=1; weight_g=475.0.,89.0,11,19
17603,ShopX sports_leisure Product 17603,ShopX catalog item in sports_leisure. Photos=2; weight_g=1550.0.,139.9,11,69
17604,ShopX office_furniture Product 17604,ShopX catalog item in office_furniture. Photos=6; weight_g=1000.0.,40.0,11,61
17605,ShopX furniture_living_room Product 17605,ShopX catalog item in furniture_living_room. Photos=4; weight_g=1100.0.,44.05,11,44
17606,ShopX fashion_bags_accessories Product 17606,ShopX catalog item in fashion_bags_accessories. Photos=3; weight_g=200.0.,19.9,11,32
17607,ShopX toys Product 17607,ShopX catalog item in toys. Photos=4; weight_g=592.0.,376.9,11,73
17608,ShopX housewares Product 17608,ShopX catalog item in housewares. Photos=1; weight_g=1850.0.,79.8,11,53
17609,ShopX sports_leisure Product 17609,ShopX catalog item in sports_leisure. Photos=1; weight_g=1750.0.,249.99,11,69
17610,ShopX toys Product 17610,ShopX catalog item in toys. Photos=6; weight_g=100.0.,49.9,11,73
17611,ShopX watches_gifts Product 17611,ShopX catalog item in watches_gifts. Photos=2; weight_g=350.0.,579.9,11,74
17612,ShopX garden_tools Product 17612,ShopX catalog item in garden_tools. Photos=4; weight_g=4900.0.,649.9,11,46
17613,ShopX perfumery Product 17613,ShopX catalog item in perfumery. Photos=1; weight_g=475.0.,120.0,14,63
17614,ShopX health_beauty Product 17614,ShopX catalog item in health_beauty. Photos=1; weight_g=343.0.,37.5,11,47
17615,ShopX sports_leisure Product 17615,ShopX catalog item in sports_leisure. Photos=1; weight_g=100.0.,139.9,11,69
17616,ShopX home_appliances_2 Product 17616,ShopX catalog item in home_appliances_2. Photos=3; weight_g=25650.0.,435.0,11,49
17617,ShopX furniture_decor Product 17617,ShopX catalog item in furniture_decor. Photos=1; weight_g=1900.0.,46.95,11,43
17618,ShopX stationery Product 17618,ShopX catalog item in stationery. Photos=5; weight_g=350.0.,59.0,12,70
17619,ShopX furniture_decor Product 17619,ShopX catalog item in furniture_decor. Photos=4; weight_g=3000.0.,299.0,11,43
17620,ShopX stationery Product 17620,ShopX catalog item in stationery. Photos=1; weight_g=1400.0.,139.9,11,70
17621,ShopX furniture_decor Product 17621,ShopX catalog item in furniture_decor. Photos=4; weight_g=100.0.,10.9,13,43
17622,ShopX housewares Product 17622,ShopX catalog item in housewares. Photos=1; weight_g=4450.0.,288.0,13,53
17623,ShopX sports_leisure Product 17623,ShopX catalog item in sports_leisure. Photos=1; weight_g=300.0.,180.0,11,69
17624,ShopX sports_leisure Product 17624,ShopX catalog item in sports_leisure. Photos=2; weight_g=2100.0.,99.9,11,69
17625,ShopX furniture_decor Product 17625,ShopX catalog item in furniture_decor. Photos=1; weight_g=600.0.,24.9,11,43
17626,ShopX housewares Product 17626,ShopX catalog item in housewares. Photos=2; weight_g=800.0.,35.9,11,53
17627,ShopX furniture_decor Product 17627,ShopX catalog item in furniture_decor. Photos=4; weight_g=350.0.,45.0,11,43
17628,ShopX auto Product 17628,ShopX catalog item in auto. Photos=2; weight_g=275.0.,45.0,11,9
17629,ShopX auto Product 17629,ShopX catalog item in auto. Photos=2; weight_g=250.0.,31.0,11,9
17630,ShopX watches_gifts Product 17630,ShopX catalog item in watches_gifts. Photos=1; weight_g=119.0.,79.0,13,74
17631,ShopX baby Product 17631,ShopX catalog item in baby. Photos=4; weight_g=1200.0.,75.99,11,10
17632,ShopX stationery Product 17632,ShopX catalog item in stationery. Photos=2; weight_g=650.0.,194.9,11,70
17633,ShopX home_confort Product 17633,ShopX catalog item in home_confort. Photos=3; weight_g=3500.0.,249.0,11,51
17634,ShopX furniture_decor Product 17634,ShopX catalog item in furniture_decor. Photos=2; weight_g=300.0.,19.9,11,43
17635,ShopX luggage_accessories Product 17635,ShopX catalog item in luggage_accessories. Photos=3; weight_g=1000.0.,119.0,11,57
17636,ShopX home_appliances_2 Product 17636,ShopX catalog item in home_appliances_2. Photos=1; weight_g=2300.0.,2070.0,11,49
17637,ShopX office_furniture Product 17637,ShopX catalog item in office_furniture. Photos=2; weight_g=16200.0.,204.98,11,61
17638,ShopX furniture_decor Product 17638,ShopX catalog item in furniture_decor. Photos=2; weight_g=300.0.,29.9,11,43
17639,ShopX watches_gifts Product 17639,ShopX catalog item in watches_gifts. Photos=1; weight_g=538.0.,119.0,11,74
17640,ShopX construction_tools_lights Product 17640,ShopX catalog item in construction_tools_lights. Photos=2; weight_g=200.0.,129.99,11,22
17641,ShopX health_beauty Product 17641,ShopX catalog item in health_beauty. Photos=1; weight_g=1467.0.,269.9,11,47
17642,ShopX housewares Product 17642,ShopX catalog item in housewares. Photos=1; weight_g=550.0.,16.8,11,53
17643,ShopX luggage_accessories Product 17643,ShopX catalog item in luggage_accessories. Photos=4; weight_g=500.0.,97.5,11,57
17644,ShopX drinks Product 17644,ShopX catalog item in drinks. Photos=1; weight_g=580.0.,223.0,11,28
17645,ShopX health_beauty Product 17645,ShopX catalog item in health_beauty. Photos=5; weight_g=1400.0.,71.9,11,47
17646,ShopX cool_stuff Product 17646,ShopX catalog item in cool_stuff. Photos=2; weight_g=975.0.,475.6,11,24
17647,ShopX housewares Product 17647,ShopX catalog item in housewares. Photos=2; weight_g=1450.0.,48.9,11,53
17648,ShopX sports_leisure Product 17648,ShopX catalog item in sports_leisure. Photos=3; weight_g=800.0.,30.9,12,69
17649,ShopX fashion_bags_accessories Product 17649,ShopX catalog item in fashion_bags_accessories. Photos=4; weight_g=200.0.,19.9,11,32
17650,ShopX health_beauty Product 17650,ShopX catalog item in health_beauty. Photos=1; weight_g=150.0.,110.32,11,47
17651,ShopX furniture_decor Product 17651,ShopX catalog item in furniture_decor. Photos=1; weight_g=3000.0.,49.0,11,43
17652,ShopX furniture_decor Product 17652,ShopX catalog item in furniture_decor. Photos=2; weight_g=417.0.,52.64,11,43
17653,ShopX auto Product 17653,ShopX catalog item in auto. Photos=2; weight_g=250.0.,19.0,11,9
17654,ShopX housewares Product 17654,ShopX catalog item in housewares. Photos=4; weight_g=1200.0.,59.0,11,53
17655,ShopX furniture_decor Product 17655,ShopX catalog item in furniture_decor. Photos=1; weight_g=900.0.,72.9,11,43
17656,ShopX sports_leisure Product 17656,ShopX catalog item in sports_leisure. Photos=3; weight_g=250.0.,32.9,11,69
17657,ShopX auto Product 17657,ShopX catalog item in auto. Photos=1; weight_g=150.0.,16.9,11,9
17658,ShopX furniture_decor Product 17658,ShopX catalog item in furniture_decor. Photos=1; weight_g=3000.0.,59.9,11,43
17659,ShopX home_appliances Product 17659,ShopX catalog item in home_appliances. Photos=1; weight_g=300.0.,125.19,11,48
17660,ShopX sports_leisure Product 17660,ShopX catalog item in sports_leisure. Photos=1; weight_g=1100.0.,389.0,11,69
17661,ShopX furniture_decor Product 17661,ShopX catalog item in furniture_decor. Photos=11; weight_g=1300.0.,49.9,11,43
17662,ShopX fashion_underwear_beach Product 17662,ShopX catalog item in fashion_underwear_beach. Photos=6; weight_g=2300.0.,62.0,11,37
17663,ShopX bed_bath_table Product 17663,ShopX catalog item in bed_bath_table. Photos=1; weight_g=350.0.,22.8,11,11
17664,ShopX fashion_bags_accessories Product 17664,ShopX catalog item in fashion_bags_accessories. Photos=4; weight_g=100.0.,974.5,11,32
17665,ShopX health_beauty Product 17665,ShopX catalog item in health_beauty. Photos=1; weight_g=9800.0.,1359.0,11,47
17666,ShopX health_beauty Product 17666,ShopX catalog item in health_beauty. Photos=1; weight_g=550.0.,69.9,11,47
17667,ShopX books_technical Product 17667,ShopX catalog item in books_technical. Photos=4; weight_g=850.0.,70.0,11,14
17668,ShopX pet_shop Product 17668,ShopX catalog item in pet_shop. Photos=4; weight_g=5300.0.,38.99,11,64
17669,ShopX computers_accessories Product 17669,ShopX catalog item in computers_accessories. Photos=3; weight_g=1900.0.,1360.02,11,19
17670,ShopX musical_instruments Product 17670,ShopX catalog item in musical_instruments. Photos=2; weight_g=2200.0.,189.9,11,60
17671,ShopX auto Product 17671,ShopX catalog item in auto. Photos=3; weight_g=350.0.,42.0,11,9
17672,ShopX housewares Product 17672,ShopX catalog item in housewares. Photos=1; weight_g=12000.0.,74.99,11,53
17673,ShopX furniture_decor Product 17673,ShopX catalog item in furniture_decor. Photos=6; weight_g=10450.0.,247.0,11,43
17674,ShopX garden_tools Product 17674,ShopX catalog item in garden_tools. Photos=2; weight_g=800.0.,29.99,11,46
17675,ShopX bed_bath_table Product 17675,ShopX catalog item in bed_bath_table. Photos=1; weight_g=200.0.,8.99,11,11
17676,ShopX cool_stuff Product 17676,ShopX catalog item in cool_stuff. Photos=1; weight_g=1400.0.,119.99,11,24
17677,ShopX furniture_bedroom Product 17677,ShopX catalog item in furniture_bedroom. Photos=3; weight_g=5700.0.,159.0,11,42
17678,ShopX perfumery Product 17678,ShopX catalog item in perfumery. Photos=1; weight_g=300.0.,12.5,11,63
17679,ShopX bed_bath_table Product 17679,ShopX catalog item in bed_bath_table. Photos=1; weight_g=2350.0.,184.9,11,11
17680,ShopX computers_accessories Product 17680,ShopX catalog item in computers_accessories. Photos=3; weight_g=700.0.,89.9,11,19
17681,ShopX stationery Product 17681,ShopX catalog item in stationery. Photos=2; weight_g=1000.0.,45.0,11,70
17682,ShopX furniture_decor Product 17682,ShopX catalog item in furniture_decor. Photos=3; weight_g=2750.0.,44.9,11,43
17683,ShopX small_appliances Product 17683,ShopX catalog item in small_appliances. Photos=1; weight_g=600.0.,57.9,11,67
17684,ShopX perfumery Product 17684,ShopX catalog item in perfumery. Photos=1; weight_g=350.0.,79.99,11,63
17685,ShopX housewares Product 17685,ShopX catalog item in housewares. Photos=2; weight_g=2850.0.,124.2,11,53
17686,ShopX construction_tools_construction Product 17686,ShopX catalog item in construction_tools_construction. Photos=5; weight_g=550.0.,69.9,11,21
17687,ShopX bed_bath_table Product 17687,ShopX catalog item in bed_bath_table. Photos=1; weight_g=10900.0.,299.0,11,11
17688,ShopX housewares Product 17688,ShopX catalog item in housewares. Photos=3; weight_g=650.0.,39.8,11,53
17689,ShopX christmas_supplies Product 17689,ShopX catalog item in christmas_supplies. Photos=1; weight_g=800.0.,29.99,11,16
17690,ShopX sports_leisure Product 17690,ShopX catalog item in sports_leisure. Photos=1; weight_g=1125.0.,173.9,11,69
17691,ShopX watches_gifts Product 17691,ShopX catalog item in watches_gifts. Photos=1; weight_g=400.0.,179.9,11,74
17692,ShopX computers_accessories Product 17692,ShopX catalog item in computers_accessories. Photos=1; weight_g=250.0.,68.0,11,19
17693,ShopX computers_accessories Product 17693,ShopX catalog item in computers_accessories. Photos=4; weight_g=350.0.,52.99,11,19
17694,ShopX furniture_decor Product 17694,ShopX catalog item in furniture_decor. Photos=3; weight_g=1200.0.,34.99,11,43
17695,ShopX sports_leisure Product 17695,ShopX catalog item in sports_leisure. Photos=1; weight_g=2800.0.,299.9,11,69
17696,ShopX bed_bath_table Product 17696,ShopX catalog item in bed_bath_table. Photos=5; weight_g=3300.0.,205.0,18,11
17697,ShopX perfumery Product 17697,ShopX catalog item in perfumery. Photos=1; weight_g=150.0.,80.0,11,63
17698,ShopX electronics Product 17698,ShopX catalog item in electronics. Photos=2; weight_g=2787.0.,77.97,11,30
17699,ShopX bed_bath_table Product 17699,ShopX catalog item in bed_bath_table. Photos=2; weight_g=1100.0.,68.5,11,11
17700,ShopX pet_shop Product 17700,ShopX catalog item in pet_shop. Photos=3; weight_g=14400.0.,809.9,11,64
17701,ShopX garden_tools Product 17701,ShopX catalog item in garden_tools. Photos=7; weight_g=10700.0.,500.0,12,46
17702,ShopX pet_shop Product 17702,ShopX catalog item in pet_shop. Photos=1; weight_g=1200.0.,179.9,11,64
17703,ShopX Other Product 17703,ShopX catalog item in Other. Photos=0; weight_g=1900.0.,79.9,11,1
17704,ShopX watches_gifts Product 17704,ShopX catalog item in watches_gifts. Photos=2; weight_g=400.0.,179.99,11,74
17705,ShopX market_place Product 17705,ShopX catalog item in market_place. Photos=6; weight_g=455.0.,38.9,11,58
17706,ShopX health_beauty Product 17706,ShopX catalog item in health_beauty. Photos=1; weight_g=100.0.,21.99,11,47
17707,ShopX housewares Product 17707,ShopX catalog item in housewares. Photos=2; weight_g=8100.0.,75.0,11,53
17708,ShopX fashion_bags_accessories Product 17708,ShopX catalog item in fashion_bags_accessories. Photos=2; weight_g=200.0.,60.0,11,32
17709,ShopX garden_tools Product 17709,ShopX catalog item in garden_tools. Photos=5; weight_g=4300.0.,149.9,11,46
17710,ShopX home_appliances Product 17710,ShopX catalog item in home_appliances. Photos=1; weight_g=150.0.,153.5,11,48
17711,ShopX cool_stuff Product 17711,ShopX catalog item in cool_stuff. Photos=1; weight_g=2050.0.,238.0,11,24
17712,ShopX health_beauty Product 17712,ShopX catalog item in health_beauty. Photos=1; weight_g=900.0.,42.8,11,47
17713,ShopX watches_gifts Product 17713,ShopX catalog item in watches_gifts. Photos=1; weight_g=458.0.,110.65,12,74
17714,ShopX toys Product 17714,ShopX catalog item in toys. Photos=2; weight_g=1495.0.,199.94,11,73
17715,ShopX toys Product 17715,ShopX catalog item in toys. Photos=1; weight_g=850.0.,90.0,11,73
17716,ShopX health_beauty Product 17716,ShopX catalog item in health_beauty. Photos=1; weight_g=600.0.,43.49,11,47
17717,ShopX housewares Product 17717,ShopX catalog item in housewares. Photos=1; weight_g=700.0.,69.89,11,53
17718,ShopX health_beauty Product 17718,ShopX catalog item in health_beauty. Photos=1; weight_g=300.0.,58.9,11,47
17719,ShopX furniture_decor Product 17719,ShopX catalog item in furniture_decor. Photos=2; weight_g=6300.0.,135.0,11,43
17720,ShopX stationery Product 17720,ShopX catalog item in stationery. Photos=4; weight_g=500.0.,59.0,11,70
17721,ShopX sports_leisure Product 17721,ShopX catalog item in sports_leisure. Photos=1; weight_g=1200.0.,138.0,11,69
17722,ShopX Other Product 17722,ShopX catalog item in Other. Photos=0; weight_g=200.0.,20.3,11,1
17723,ShopX auto Product 17723,ShopX catalog item in auto. Photos=6; weight_g=600.0.,38.99,11,9
17724,ShopX cool_stuff Product 17724,ShopX catalog item in cool_stuff. Photos=6; weight_g=400.0.,29.99,11,24
17725,ShopX telephony Product 17725,ShopX catalog item in telephony. Photos=2; weight_g=100.0.,49.0,11,72
17726,ShopX computers_accessories Product 17726,ShopX catalog item in computers_accessories. Photos=2; weight_g=850.0.,32.8,11,19
17727,ShopX home_appliances Product 17727,ShopX catalog item in home_appliances. Photos=1; weight_g=350.0.,10.0,11,48
17728,ShopX construction_tools_construction Product 17728,ShopX catalog item in construction_tools_construction. Photos=1; weight_g=1900.0.,69.0,11,21
17729,ShopX telephony Product 17729,ShopX catalog item in telephony. Photos=1; weight_g=317.0.,17.0,14,72
17730,ShopX health_beauty Product 17730,ShopX catalog item in health_beauty. Photos=1; weight_g=500.0.,136.0,11,47
17731,ShopX furniture_decor Product 17731,ShopX catalog item in furniture_decor. Photos=2; weight_g=300.0.,18.0,11,43
17732,ShopX books_general_interest Product 17732,ShopX catalog item in books_general_interest. Photos=1; weight_g=500.0.,24.9,11,12
17733,ShopX toys Product 17733,ShopX catalog item in toys. Photos=3; weight_g=1500.0.,64.9,11,73
17734,ShopX fashion_shoes Product 17734,ShopX catalog item in fashion_shoes. Photos=4; weight_g=700.0.,99.9,11,35
17735,ShopX sports_leisure Product 17735,ShopX catalog item in sports_leisure. Photos=7; weight_g=3050.0.,317.0,11,69
17736,ShopX bed_bath_table Product 17736,ShopX catalog item in bed_bath_table. Photos=1; weight_g=3250.0.,219.9,11,11
17737,ShopX fashion_male_clothing Product 17737,ShopX catalog item in fashion_male_clothing. Photos=3; weight_g=550.0.,69.9,11,34
17738,ShopX bed_bath_table Product 17738,ShopX catalog item in bed_bath_table. Photos=1; weight_g=4600.0.,107.5,11,11
17739,ShopX christmas_supplies Product 17739,ShopX catalog item in christmas_supplies. Photos=1; weight_g=1800.0.,29.9,11,16
17740,ShopX housewares Product 17740,ShopX catalog item in housewares. Photos=3; weight_g=10750.0.,129.0,20,53
17741,ShopX cool_stuff Product 17741,ShopX catalog item in cool_stuff. Photos=1; weight_g=8150.0.,229.99,12,24
17742,ShopX furniture_decor Product 17742,ShopX catalog item in furniture_decor. Photos=1; weight_g=700.0.,79.0,11,43
17743,ShopX Other Product 17743,ShopX catalog item in Other. Photos=0; weight_g=300.0.,20.0,11,1
17744,ShopX furniture_decor Product 17744,ShopX catalog item in furniture_decor. Photos=1; weight_g=6250.0.,91.0,11,43
17745,ShopX bed_bath_table Product 17745,ShopX catalog item in bed_bath_table. Photos=1; weight_g=300.0.,17.9,11,11
17746,ShopX fashion_bags_accessories Product 17746,ShopX catalog item in fashion_bags_accessories. Photos=5; weight_g=150.0.,49.9,18,32
17747,ShopX luggage_accessories Product 17747,ShopX catalog item in luggage_accessories. Photos=1; weight_g=733.0.,124.9,11,57
17748,ShopX auto Product 17748,ShopX catalog item in auto. Photos=3; weight_g=550.0.,179.49,11,9
17749,ShopX computers_accessories Product 17749,ShopX catalog item in computers_accessories. Photos=2; weight_g=350.0.,19.0,11,19
17750,ShopX toys Product 17750,ShopX catalog item in toys. Photos=2; weight_g=300.0.,64.98,11,73
17751,ShopX sports_leisure Product 17751,ShopX catalog item in sports_leisure. Photos=1; weight_g=700.0.,19.9,11,69
17752,ShopX stationery Product 17752,ShopX catalog item in stationery. Photos=1; weight_g=1300.0.,66.5,11,70
17753,ShopX watches_gifts Product 17753,ShopX catalog item in watches_gifts. Photos=1; weight_g=425.0.,178.9,11,74
17754,ShopX sports_leisure Product 17754,ShopX catalog item in sports_leisure. Photos=3; weight_g=26300.0.,1460.0,11,69
17755,ShopX furniture_decor Product 17755,ShopX catalog item in furniture_decor. Photos=1; weight_g=1150.0.,69.9,11,43
17756,ShopX consoles_games Product 17756,ShopX catalog item in consoles_games. Photos=1; weight_g=600.0.,518.0,11,20
17757,ShopX auto Product 17757,ShopX catalog item in auto. Photos=2; weight_g=50.0.,9.2,11,9
17758,ShopX toys Product 17758,ShopX catalog item in toys. Photos=2; weight_g=800.0.,41.99,11,73
17759,ShopX telephony Product 17759,ShopX catalog item in telephony. Photos=2; weight_g=200.0.,24.9,11,72
17760,ShopX dvds_blu_ray Product 17760,ShopX catalog item in dvds_blu_ray. Photos=1; weight_g=200.0.,24.9,11,29
17761,ShopX toys Product 17761,ShopX catalog item in toys. Photos=7; weight_g=5400.0.,139.0,17,73
17762,ShopX computers_accessories Product 17762,ShopX catalog item in computers_accessories. Photos=1; weight_g=400.0.,80.0,11,19
17763,ShopX office_furniture Product 17763,ShopX catalog item in office_furniture. Photos=1; weight_g=15700.0.,292.9,11,61
17764,ShopX fashion_bags_accessories Product 17764,ShopX catalog item in fashion_bags_accessories. Photos=4; weight_g=150.0.,64.9,11,32
17765,ShopX home_appliances Product 17765,ShopX catalog item in home_appliances. Photos=1; weight_g=500.0.,120.0,11,48
17766,ShopX bed_bath_table Product 17766,ShopX catalog item in bed_bath_table. Photos=2; weight_g=30000.0.,248.8,11,11
17767,ShopX computers_accessories Product 17767,ShopX catalog item in computers_accessories. Photos=5; weight_g=650.0.,79.99,12,19
17768,ShopX computers_accessories Product 17768,ShopX catalog item in computers_accessories. Photos=2; weight_g=11500.0.,999.9,11,19
17769,ShopX computers_accessories Product 17769,ShopX catalog item in computers_accessories. Photos=2; weight_g=700.0.,58.0,11,19
17770,ShopX health_beauty Product 17770,ShopX catalog item in health_beauty. Photos=2; weight_g=333.0.,24.9,11,47
17771,ShopX electronics Product 17771,ShopX catalog item in electronics. Photos=3; weight_g=5875.0.,129.0,11,30
17772,ShopX toys Product 17772,ShopX catalog item in toys. Photos=5; weight_g=7800.0.,120.9,11,73
17773,ShopX watches_gifts Product 17773,ShopX catalog item in watches_gifts. Photos=1; weight_g=150.0.,81.25,11,74
17774,ShopX fashion_bags_accessories Product 17774,ShopX catalog item in fashion_bags_accessories. Photos=1; weight_g=300.0.,259.9,11,32
17775,ShopX computers_accessories Product 17775,ShopX catalog item in computers_accessories. Photos=2; weight_g=300.0.,20.0,11,19
17776,ShopX construction_tools_construction Product 17776,ShopX catalog item in construction_tools_construction. Photos=1; weight_g=5250.0.,113.47,11,21
